221799,117069
3135412,12754
69884,83480
3185656,97142
846543,5313
2660120,7226
3203639,5965
148699,120972
168053,89074
87926,6469
2580788,104843
3112789,25402
648929,320
2491638,26899
89758,37473
1078,117330
2508615,104999
627293,104334
91244,121777
218117,88790
2492968,115571
76584,122237
629042,25312
2641628,96432
775741,103971
3114988,13008
870145,25271
2705698,97150
631709,103884
26331,90195
173088,103568
631676,101492
2660766,89230
777134,83600
21507,104564
90824,89296
3287369,6918
777090,5205
843372,554
3281442,514
172994,32256
2493647,17764
2576103,115964
868593,97640
3135331,14054
21287,103477
3283289,33304
155338,109653
2707974,103635
69285,101564
95166,102695
851408,88982
3184413,32894
2508581,18223
870673,90250
697468,37957
3330044,101132
2706158,121055
25951,25063
27120,83831
237287,13926
2655506,32900
703096,13742
652717,109669
2490895,38064
69027,6062
7568,89299
722238,109665
2654766,90403
865811,109403
702951,6598
633491,7228
701387,110256
3284947,20155
149703,88882
649429,19436
721621,19330
27289,84175
777808,84237
3181449,1818
2635926,106
71897,97044
3186137,89039
236870,95652
3286231,122445
863885,5929
696792,37162
3287091,85396
223525,101529
2486397,103722
175475,37237
3269100,38960
89498,116126
3263610,32557
220023,38721
629928,19207
3187039,25047
797621,37954
2725651,38738
2656106,104329
25573,1452
73664,12562
3351694,85042
27193,5970
3182956,103564
3119655,122275
2559939,2042
3184631,101373
2654825,97375
632452,109552
800030,268
155726,19910
2656810,83332
3261970,568
2727035,504
800722,104898
3685,33164
3205843,96415
3280096,104734
3285083,116178
2707453,17464
70887,89960
2705698,108722
170759,84858
3336250,32560
627532,26495
716537,33162
3264011,32096
864800,108860
651375,25012
3182607,104884
869732,38367
3118372,109956
2508853,2025
851641,5313
3336199,84650
3117792,25165
94912,84172
2359,110168
2659418,38312
3265776,26388
2505878,13824
3351826,33425
236165,97101
2636272,97228
3113840,89643
239727,39234
20525,122054
154274,116588
777140,110047
2724760,32635
3264387,103070
2492875,102792
2556537,108381
2654456,38013
3329953,120880
3264387,1592
2659081,32102
89092,38738
3348938,19155
2637921,5520
2555866,102699
3112933,18578
241114,33728
3286231,109
2660861,37252
153194,37459
2658496,97090
845563,20566
650529,103972
696451,20922
222732,104605
850316,121014
241440,19376
795198,84843
2580485,21836
92830,18630
3355868,26883
2580909,115913
3350479,21286
6778,20565
781918,38686
3188401,7136
2556833,19854
217789,13832
3189053,122540
634796,6876
241654,121722
3267853,12260
70825,38827
3430,102712
174181,33322
2637505,32006
2640881,102030
3351788,1187
2729169,1189
648649,101570
3351218,5760
697542,109958
645742,33310
652407,37199
217245,32808
721909,88473
2661288,6336
647411,14335
156216,95627
26706,25718
25982,95839
2575153,32557
2574494,33675
3262971,120558
2710861,2028
3286969,122396
3117632,121368
845358,90282
3266177,13071
3334373,26217
3282889,2042
697836,110031
74173,102642
801940,121947
3183095,103213
74613,1436
2655117,38014
7884,110259
2658378,18880
719870,101475
633904,83963
3205308,109706
3189386,19154
2492016,761
3118406,83390
238147,122275
3331716,85250
3205854,38724
3133134,116807
237317,6010
869542,33226
2723060,121990
3138017,85268
3263463,116832
2655705,109460
634444,25217
3201958,18622
150727,33179
3119373,2080
869456,85130
2636595,83597
6786,6415
94171,116835
2722411,26482
3337299,18632
3115874,102525
849270,6325
2562097,20012
2659728,5578
2655930,20343
2704404,90066
414,97059
696410,101541
3137610,5508
776828,90014
2659087,101583
653349,14057
867588,18632
2507633,25012
716012,102202
2507867,102750
801318,95724
3280498,33436
2581357,26571
2640226,610
3349934,38047
781422,39124
2577141,89283
800676,19854
3113653,110033
2703176,101994
797343,18174
241391,95566
2513117,105155
3282385,32821
3337354,103578
782640,18937
3282665,38473
781158,24906
2654241,121646
700538,38958
2493936,17948
75725,97337
2655870,38735
2554837,13977
3118842,34069
863352,121793
2486360,122446
3284916,39074
175513,110257
794936,116982
2728034,122194
794464,88879
238777,85248
3185656,19076
3115874,105103
70970,121275
89203,101953
717328,6655
20920,102394
167779,116074
3115903,25496
843636,102694
2639942,108290
20913,95561
628483,115714
2654867,121118
3354849,122183
2505979,101934
3337174,25271
3282893,100874
800137,38369
3335917,103974
70265,102396
2576656,120866
3332146,108484
844746,909
2506012,21692
3139822,33992
3203157,12613
952,109088
780654,116812
3205264,5915
90546,5250
3113784,84555
3115217,89247
695822,18662
795462,96221
2560541,108365
238089,90458
3286959,1950
794464,85041
2555438,108235
2555899,100716
2556156,120529
2639577,20404
2575116,12890
2722475,18225
241222,102256
25385,84816
653111,25464
851231,37418
219229,5521
219238,116160
2642050,25548
3115753,105068
2557806,6415
173522,115328
22140,88618
3114990,21324
2562763,103660
3115358,20030
94436,121292
2492333,100820
95835,120738
2557884,122486
2492333,5758
2512320,26232
2637520,6062
6340,84638
2557030,115966
2492732,108638
701676,2091
3350947,18827
3187333,5522
3136812,122499
70607,39073
154401,103986
703314,17768
2511040,5917
3262437,83819
71935,26975
651371,18154
3182356,85317
2581606,108591
2559890,109670
2486079,26636
797383,17817
797738,38919
778169,105160
648652,103478
776224,26923
2507924,18208
3138420,13821
865072,104502
71847,115400
71319,102449
3140029,102662
699748,25312
647175,1173
219974,109761
3117621,13821
6030,33427
3136762,19749
2656901,101570
2555423,21485
3187380,83410
867506,90470
700139,116216
89118,5708
720215,21698
2578669,37459
720269,116996
844794,103827
626892,103884
7966,85133
2724671,37158
75485,39219
3262377,102211
2491135,84236
796019,406
2708482,84896
3351815,33266
3183731,102031
2642514,101980
2655986,102294
850994,20404
237709,108979
3184667,122132
695114,908
3188137,83924
3114453,12743
71354,6418
93510,116134
169765,13824
2654798,83820
93415,117028
863749,96167
3337177,38588
3120322,96484
155023,26717
863005,101119
777536,97245
2724663,120624
2656743,83964
2506629,17556
646721,25273
2728037,1579
3263037,89960
219323,101267
3284710,89908
2487997,85252
2579621,116887
5162,97322
2561546,608
88304,1946
151177,38408
3280216,103657
3274,371
2634252,19382
798954,17450
3261274,121701
3261972,97156
2491353,84822
3139078,89338
2574540,101994
2574242,20299
3331358,20174
648186,1930
3191,121220
2727334,38588
2576191,20562
2703151,85265
19360,97339
869858,2022
2724279,110030
2723750,32344
775525,12665
2559261,32802
2658834,109139
2660653,12389
219272,33728
153368,83816
2581164,89643
2708847,26660
3187714,97137
780861,109906
2709038,564
782203,95986
2491858,121682
2639278,88824
851201,18922
2555866,85305
700171,38680
844119,85082
3267079,1538
3113827,122537
695827,14281
92871,106
2708236,115310
3113760,108483
2703740,33177
156224,121909
218465,97556
3207903,90546
3136825,116532
167496,20082
239268,13166
3264062,13835
2728312,1544
3354515,101316
2510139,6965
3348507,89066
2582004,37955
3267902,108314
3132104,18224
3334243,26901
714627,20266
3188447,90060
2661437,96205
3207857,84135
778105,19160
89493,17500
844553,19120
696295,90506
719765,96389
3265413,32084
867460,26583
646021,37208
649073,37148
3139377,97244
798748,101974
3182367,780
627016,108860
2635136,90142
634462,2037
3268792,20526
220444,33494
2655830,88786
3115110,117031
25166,12810
2576653,108218
866000,117385
3336688,85058
3133924,115956
3283684,122237
799636,102786
2708354,110030
3268026,89640
3112480,108863
3115228,26162
648739,33488
2510629,100857
850758,37145
217630,33318
629693,5166
2508094,18617
3137609,14331
866008,14270
702679,20574
846210,38580
237445,117256
3182600,104307
720215,5296
721282,37746
776183,7083
2576056,5703
3349414,12562
3285902,14057
90081,19898
2728140,97387
2723315,102486
3205687,13111
2507420,120531
3284669,110150
3329585,116756
242106,97389
3132239,32546
3262944,97153
650962,12793
149502,102694
2575064,89026
236430,104567
2555814,115585
3181018,88538
3351688,18220
47,104596
2507233,38825
2728345,110220
3331673,90009
2641774,18972
2707497,5467
3331712,122394
3330216,89804
800148,25753
170158,109532
3133785,38404
26272,88891
26286,38050
869668,264
223139,17466
3281355,26990
95731,88790
2724271,19078
239721,33940
3134960,6062
2506467,14008
863546,20157
3136438,121050
647164,103348
217621,25230
778421,32308
2727844,88892
238432,6746
2636444,103725
632833,83338
168528,103895
19244,32309
2494244,1488
3182031,2
95413,84135
2491123,20602
846348,20339
2509854,90233
170265,108998
695992,101138
92871,7140
3331745,104383
2660155,96838
632110,83882
3133134,513
848368,21566
236502,32897
2486389,117124
775570,13002
94869,108773
697370,120833
651671,33214
167942,103397
848505,1276
778192,110298
167575,6821
3184383,13837
3187024,14243
2581405,33676
3284688,89342
2487572,6927
2505979,84540
244391,101276
631624,17950
780435,38577
222430,18042
2493976,5564
72138,5484
223884,122056
2576512,38459
2660904,109892
2659051,89338
219241,17989
3265488,37548
3120150,18581
2639657,21837
715261,103975
2763,17714
3137674,6676
3285942,14074
3333986,1983
2722978,103711
845273,5259
3330634,102478
91137,32805
695870,120880
2640281,13743
2722109,18036
703315,26664
867624,108276
3329780,26163
2704759,110257
634584,105011
2658916,109650
3115502,38629
648157,33727
2642602,85262
650484,13786
869931,12246
3329321,122404
2556501,25454
155842,120623
2487373,17963
696285,95616
3337638,37916
20190,33768
2577333,88542
542,7098
2493647,21472
799625,20934
3187070,26214
3181367,5932
721644,120959
2493119,37568
2636322,83816
647997,13416
3202601,102800
3288265,6418
3330455,103620
3187958,33442
715512,13022
3266630,18224
153231,21183
798662,1265
88607,21784
3334832,96826
843796,19842
845306,110202
3281397,115325
714670,17816
3261664,103069
153746,13146
3184272,19751
795267,2090
221470,26482
777727,96466
3265934,121288
3117570,19120
864997,84490
648777,12601
3353451,21324
236329,103924
2635191,121287
69899,19471
801560,84846
3264371,6377
2722113,7150
2575129,17907
649189,108546
2727143,103934
697335,1670
3353485,88801
22290,115625
3137322,17446
2512250,5759
3281946,24992
3181773,115587
2703033,5258
3287635,21432
2575203,117240
778500,17892
3117511,21522
3335323,24955
26267,6480
239726,95574
714378,108289
2510315,267
3350504,32488
3135271,104397
3134639,19416
8079,84770
696074,90403
864168,103832
3112739,102446
2640983,512
848729,104554
719908,103918
27297,88474
702959,14280
633888,95969
3281355,88630
2506257,17552
850360,2091
239721,95580
3351243,84505
2660155,17804
2578729,89113
865503,33306
3351757,116217
239721,518
3117891,121312
3117897,96217
68829,17998
22036,97557
71809,120479
2507426,13688
697371,1276
2654376,96130
648763,33216
776734,38408
3184266,96823
719366,122186
3351245,116981
2640289,25556
633656,102385
3332177,37407
169965,13056
626892,108316
236493,109535
3349407,145
3187095,116124
2493629,13964
3351815,37698
2728358,5302
2579677,18676
219046,25255
2508463,110035
867539,5965
74032,33769
3207375,116848
3331716,108288
850217,102486
88726,5721
3139980,17751
172981,117072
2638916,95574
716940,116083
174570,122277
70520,33255
2486290,89708
3280916,12314
865434,115311
2578539,102147
3348854,504
794792,32802
867481,115732
2488709,101032
3280924,32554
2512230,85003
217246,37142
721885,159
3261191,97640
697758,103334
1680,5670
3186476,110201
632500,89060
244309,7102
3205152,12602
863968,39179
2724644,84224
801881,39089
2707810,760
2507625,104748
2636914,26228
698452,19391
2703940,110152
3330074,24918
3183941,90192
3187355,84132
3337149,96413
3184224,13912
3349874,88576
2513243,89644
851302,109073
3115378,120794
3205035,89709
3285387,102472
2507672,100780
850727,18210
800049,32594
869499,83678
2579586,109031
22453,6650
2709498,121011
3202684,13413
243482,6892
3287009,5558
865748,37512
3353211,25464
3120306,89378
3134174,89692
3201476,121055
3117572,5797
2640933,21015
3351431,19910
2728271,84822
2641266,19912
2728315,19860
2639886,97084
21730,103380
794432,33532
2561613,95981
5676,122488
2506185,85248
156662,18673
3267669,12602
2724788,95626
3329537,18246
2704811,780
700990,25660
3202284,18932
722678,13111
2636964,37968
2489644,84239
2703134,13074
94931,116848
697069,7191
223697,32137
2724676,32753
2492688,95615
3113875,17961
2708090,90469
632830,37404
848387,117085
801205,96337
2654465,102805
2710351,101584
69324,84586
2580674,14007
631158,38738
3134953,121055
870838,83742
2506659,12649
170826,83966
3260712,96153
652865,1329
149991,121277
3283389,38829
3202320,97378
3183316,26679
3132139,108828
628173,102251
93417,14230
848382,25412
3202582,20975
797732,122539
2511861,102528
3200734,95827
94927,13692
632108,34012
3331497,21246
153073,21079
3119342,100732
238134,34018
3120322,26070
3118420,116901
3133344,84242
2486782,103216
800057,115734
153348,39219
795669,120834
645788,116478
2704475,117345
2562455,108825
3201562,102250
3112450,85136
2642504,88541
651378,109906
92708,21246
2709077,18051
7209,12245
223438,103845
3282711,96836
90804,20352
126,110260
2557770,32805
647354,90558
2579681,24997
2559558,5416
777300,121370
2637853,101525
653304,19819
2581597,19485
70803,109944
242325,109075
3262424,19854
3201627,24902
3115768,120816
2722509,110214
2493152,89036
3187123,84750
2661156,116535
2636564,109794
628558,20158
2654374,121106
3188548,88800
2574553,866
73712,17897
243056,108772
794930,18212
2635199,2038
3353143,26887
25615,556
634480,101281
2487924,103894
2577016,89804
3329743,84755
2507862,104504
149502,116120
2635421,32595
699710,116890
3336368,89245
3201300,115970
717967,20620
3117591,17395
3348900,6677
2581131,108866
220264,89339
2505631,12849
3332858,104642
217149,101882
3139158,121054
2730306,19432
73633,84184
2493847,115467
714333,122183
844711,5912
3201895,116530
21921,38682
3267034,120724
3282043,12524
3284605,85253
633287,13415
3351272,109460
173818,5650
3281278,120736
2557511,101884
2561506,89131
797343,104380
2493811,103328
696315,90546
171230,83321
3266204,96481
2489141,103080
2635948,116570
171165,104803
3188940,331
153044,88876
241129,1262
71588,102656
2660450,25323
2580481,110046
2487373,569
89124,121313
224856,12338
3188452,100715
75496,19762
2512149,32502
94469,88896
73275,502
242405,37646
2704754,33270
3203688,95877
3268619,88788
2493919,5705
241993,38641
74873,101262
174228,117333
3332150,26216
3266600,17984
848980,33304
1469,97584
2488238,12509
153892,24998
2581767,110150
717225,21837
716655,103722
3266630,830
172289,117384
849456,84911
221997,18054
850883,109036
782632,121066
3113875,33989
3265435,116628
646036,13468
217299,25557
3181080,101636
74191,5964
150587,102304
3181295,96340
3331225,19082
697091,33716
3280469,19223
2507513,26896
2562399,108730
782690,14281
845354,122276
2486764,105106
631447,25822
2636317,7179
3281322,121327
3183281,95704
700730,420
3266052,26988
843411,1452
3336188,5969
2641212,89960
632414,109746
88063,6747
25967,17491
3132169,109981
627286,26390
175441,103918
151258,108716
3332286,115823
801939,13484
722311,84914
151007,38918
848534,38047
94957,120460
151688,117345
156531,37735
3202237,26388
774842,96749
21343,121698
68945,25504
2655862,101213
3186062,89300
3114751,33986
2508094,103937
3139539,115729
697020,17984
631483,105049
7878,108218
3264051,103072
172735,97044
76811,108825
845766,83478
867460,12653
3201602,90508
73492,26476
701376,120866
2510866,103486
3356599,1268
175066,109652
782126,17460
69576,21183
2489654,17896
2658446,84846
3206952,97281
22931,97230
633563,6734
649185,102656
19355,108624
26562,89707
721722,97300
3282306,115380
647052,108880
3285987,6466
236189,25715
170441,95564
794999,7242
8117,12741
654140,13838
2505484,19432
2635917,26977
648258,33972
2729637,34012
3114909,89232
2705505,5564
629237,90404
2554639,101567
2575009,13912
863484,12570
699800,109049
800133,115676
2511561,83874
148528,96479
3476,24915
151168,110246
2507953,96484
2486429,5704
3353687,21286
76425,7230
2655169,7230
845538,103225
776824,84986
72151,566
2510548,33166
653345,38830
3260846,1738
2486299,33180
3351243,121367
24187,1282
2636748,17806
781907,83336
2512590,409
3182378,921
2574553,38370
2576491,18846
2635866,26234
3188903,115326
2510786,19344
633158,37142
3335242,117074
70879,109886
695389,90544
849429,83332
3282968,88838
3331547,38410
629846,101950
3330497,121378
647384,101085
175342,26084
223775,89390
2661397,19762
237473,12890
627844,32254
796280,120480
25211,101524
217343,6825
796943,21790
3337115,120883
2574053,20246
3330216,760
172432,38628
2709414,38628
2705789,108224
3332196,116898
3262204,12806
3182395,89116
148555,21252
3181441,18636
2659415,26882
650743,32255
632838,121780
651093,88476
90039,19223
223538,108644
3266338,19840
3117889,103709
2581332,96802
800732,108733
3138074,33270
2508462,5166
649472,116163
222405,110256
3185937,6057
3330983,84222
779988,89973
776183,17557
630169,121958
95201,90455
2513507,85262
2656464,108823
221973,18920
3355407,108533
19795,95928
651375,37958
652407,84185
150561,103124
3206193,102196
3139099,101307
2578790,101636
3114477,90193
646297,33162
242005,38009
3113207,102646
223913,18316
2513318,26491
2660346,20170
3350583,21774
90037,115312
3355234,121945
848887,32097
870141,26234
630196,84130
629308,1438
7990,37696
3280876,96836
3113005,95722
3330561,12798
863489,97640
3281667,26439
26822,96799
2554775,83922
3207426,90561
2638995,83413
794026,121384
171232,110243
847024,90052
221508,38724
2709384,18709
2710680,14270
1080,108285
3268623,38064
2728375,121633
2708830,95842
3336207,38588
156512,18973
2724958,13112
2726691,5264
801603,84600
2561240,85097
800049,117296
2487213,19212
2660215,19471
3118462,20512
239252,101067
2486739,19329
2491873,38370
3136473,1528
698358,90471
